"class","ruletype","""linguistic pattern""","""order of arguments""","patterntype","subject","predicate","object","condAB","condBA","supA","supB","supAB","AllConf","Coherence","Cosine","IR","Kulczynski","MaxConf","string"
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","species","so","onegram","","http://dbpedia.org/property/genus","","1","0.371753246753247","916","2464","916","0.371753246753247","0.271005917159763","0.609715709780588","0.628246753246753","0.685876623376623","1","""{ dbo:Crustacean in c_e and 'species' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","""species of""","os","twogram","","http://dbpedia.org/property/binomial","","1","0.36612702366127","588","1606","588","0.36612702366127","0.268003646308113","0.605084311200737","0.63387297633873","0.683063511830635","1","""{ dbo:Crustacean in c_e and 'species of' in l_e(c","p","os) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","species","os","onegram","","http://dbpedia.org/property/binomial","","1","0.378580323785803","608","1606","608","0.378580323785803","0.274616079494128","0.615288813311118","0.621419676214197","0.689290161892902","1","""{ dbo:Crustacean in c_e and 'species' in l_e(c","p","os) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","family","so","onegram","","http://dbpedia.org/property/familia","","1","0.444850255661066","1218","2738","1218","0.444850255661066","0.30788675429727","0.666970955635301","0.555149744338933","0.722425127830533","1","""{ dbo:Crustacean in c_e and 'family' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","""the family""","so","twogram","","http://dbpedia.org/property/familia","","1","0.388970051132213","1065","2738","1065","0.388970051132213","0.280042072048383","0.623674635633207","0.611029948867787","0.694485025566107","1","""{ dbo:Crustacean in c_e and 'the family' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","family","so","onegram","","http://dbpedia.org/ontology/family","","0.982127659574468","0.45957785742732","1175","2511","1154","0.45957785742732","0.313076505697233","0.671836382988702","0.527646129541864","0.720852758500894","0.982127659574468","""{ dbo:Crustacean in c_e and 'family' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","""the family""","so","twogram","","http://dbpedia.org/ontology/family","","0.998137802607076","0.426921545201115","1074","2511","1072","0.426921545201115","0.299023709902371","0.652783680105943","0.571826502188619","0.712529673904096","0.998137802607076","""{ dbo:Crustacean in c_e and 'the family' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","""is a species of""","so","fourgram","","http://dbpedia.org/ontology/genus","","1","0.371977240398293","523","1406","523","0.371977240398293","0.271124935199585","0.609899369075172","0.628022759601707","0.685988620199147","1","""{ dbo:Crustacean in c_e and 'is a species of' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","""a species""","so","twogram","","http://dbpedia.org/ontology/genus","","1","0.373399715504979","525","1406","525","0.373399715504979","0.271879854997411","0.611064411911689","0.626600284495021","0.686699857752489","1","""{ dbo:Crustacean in c_e and 'a species' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","""species of""","so","twogram","","http://dbpedia.org/ontology/genus","","0.996434937611408","0.397581792318634","561","1406","559","0.397581792318634","0.284189120488053","0.629415910526935","0.600142045454545","0.697008364965021","0.996434937611408","""{ dbo:Crustacean in c_e and 'species of' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","""a species of""","so","threegram","","http://dbpedia.org/ontology/genus","","1","0.373399715504979","525","1406","525","0.373399715504979","0.271879854997411","0.611064411911689","0.626600284495021","0.686699857752489","1","""{ dbo:Crustacean in c_e and 'a species of' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Crustacean","predict_o_for_s_given_localized_l","""is a species""","so","threegram","","http://dbpedia.org/ontology/genus","","1","0.371977240398293","523","1406","523","0.371977240398293","0.271124935199585","0.609899369075172","0.628022759601707","0.685988620199147","1","""{ dbo:Crustacean in c_e and 'is a species' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Band","predict_o_for_s_given_localized_l","band","so","onegram","","http://dbpedia.org/ontology/hometown","","1","0.373510699826489","3229","8645","3229","0.373510699826489","0.271938689573859","0.61115521745829","0.626489300173511","0.686755349913245","1","""{ dbo:Band in c_e and 'band' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
"http://dbpedia.org/ontology/Currency","predict_o_for_s_given_localized_l","currency","so","onegram","","http://dbpedia.org/ontology/usingCountry","","1","0.419618528610354","154","367","154","0.419618528610354","0.295585412667946","0.647779691415495","0.580381471389646","0.709809264305177","1","""{ dbo:Currency in c_e and 'currency' in l_e(c","p","so) } => { exists p : (e"," p"," ) in G }"""
