class,ruletype,"linguistic pattern","order of arguments",patterntype,subject,predicate,object,condAB,condBA,supA,supB,supAB,AllConf,Coherence,Cosine,IR,Kulczynski,MaxConf,string
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"and illustrated by",so,threegram,,http://dbpedia.org/property/coverArtist,,0.010738255033557,1,8,745,8,0.010738255033557,0.0106241699867198,0.103625552030168,0.989261744966443,0.505369127516779,1,"{ dbo:Book in c_e and exists o : (e, dbp:coverArtist, o) in G } => { 'and illustrated by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"children's picture book",so,threegram,,http://dbpedia.org/property/coverArtist,,0.00671140939597315,1,5,745,5,0.00671140939597315,0.00666666666666667,0.081923192051904,0.993288590604027,0.503355704697987,1,"{ dbo:Book in c_e and exists o : (e, dbp:coverArtist, o) in G } => { 'children's picture book' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,American,os,onegram,,http://dbpedia.org/property/title,,0.0571428571428571,1,14,245,14,0.0571428571428571,0.0540540540540541,0.239045721866879,0.942857142857143,0.528571428571429,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'American' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,novel,os,onegram,,http://dbpedia.org/property/title,,0.171428571428571,1,42,245,42,0.171428571428571,0.146341463414634,0.414039335605413,0.828571428571429,0.585714285714286,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,published,os,onegram,,http://dbpedia.org/property/title,,0.0530612244897959,1,13,245,13,0.0530612244897959,0.0503875968992248,0.230350221379959,0.946938775510204,0.526530612244898,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'published' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,fantasy,os,onegram,,http://dbpedia.org/property/title,,0.0408163265306122,1,10,245,10,0.0408163265306122,0.0392156862745098,0.202030508910442,0.959183673469388,0.520408163265306,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'fantasy' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,author,os,onegram,,http://dbpedia.org/property/title,,0.036734693877551,1,9,245,9,0.036734693877551,0.0354330708661417,0.191662969499982,0.963265306122449,0.518367346938776,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'author' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,fiction,os,onegram,,http://dbpedia.org/property/title,,0.0448979591836735,1,11,245,11,0.0448979591836735,0.04296875,0.21189138534559,0.955102040816327,0.522448979591837,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'fiction' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,science,os,onegram,,http://dbpedia.org/property/title,,0.0408163265306122,1,10,245,10,0.0408163265306122,0.0392156862745098,0.202030508910442,0.959183673469388,0.520408163265306,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'science' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,first,os,onegram,,http://dbpedia.org/property/title,,0.0489795918367347,1,12,245,12,0.0489795918367347,0.0466926070038911,0.221313334068995,0.951020408163265,0.524489795918367,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'first' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,series,os,onegram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'series' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,writer,os,onegram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'writer' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,book,os,onegram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'book' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,written,os,onegram,,http://dbpedia.org/property/title,,0.0285714285714286,1,7,245,7,0.0285714285714286,0.0277777777777778,0.169030850945703,0.971428571428572,0.514285714285714,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'written' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,novel,so,onegram,,http://dbpedia.org/property/title,,0.130612244897959,1,32,245,32,0.130612244897959,0.115523465703971,0.361403161162101,0.869387755102041,0.56530612244898,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'novel' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,American,so,onegram,,http://dbpedia.org/property/title,,0.0448979591836735,1,11,245,11,0.0448979591836735,0.04296875,0.21189138534559,0.955102040816327,0.522448979591837,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'American' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,science,so,onegram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'science' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,published,so,onegram,,http://dbpedia.org/property/title,,0.0408163265306122,1,10,245,10,0.0408163265306122,0.0392156862745098,0.202030508910442,0.959183673469388,0.520408163265306,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'published' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,author,so,onegram,,http://dbpedia.org/property/title,,0.0448979591836735,1,11,245,11,0.0448979591836735,0.04296875,0.21189138534559,0.955102040816327,0.522448979591837,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'author' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,fantasy,so,onegram,,http://dbpedia.org/property/title,,0.0285714285714286,1,7,245,7,0.0285714285714286,0.0277777777777778,0.169030850945703,0.971428571428572,0.514285714285714,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'fantasy' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,written,so,onegram,,http://dbpedia.org/property/title,,0.0285714285714286,1,7,245,7,0.0285714285714286,0.0277777777777778,0.169030850945703,0.971428571428572,0.514285714285714,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'written' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,fiction,so,onegram,,http://dbpedia.org/property/title,,0.0285714285714286,1,7,245,7,0.0285714285714286,0.0277777777777778,0.169030850945703,0.971428571428572,0.514285714285714,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'fiction' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,book,so,onegram,,http://dbpedia.org/property/title,,0.0285714285714286,1,7,245,7,0.0285714285714286,0.0277777777777778,0.169030850945703,0.971428571428572,0.514285714285714,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'book' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,first,so,onegram,,http://dbpedia.org/property/title,,0.0285714285714286,1,7,245,7,0.0285714285714286,0.0277777777777778,0.169030850945703,0.971428571428572,0.514285714285714,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'first' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,series,so,onegram,,http://dbpedia.org/property/title,,0.0204081632653061,1,5,245,5,0.0204081632653061,0.02,0.142857142857143,0.979591836734694,0.510204081632653,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'series' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a science fiction",os,threegram,,http://dbpedia.org/property/title,,0.036734693877551,1,9,245,9,0.036734693877551,0.0354330708661417,0.191662969499982,0.963265306122449,0.518367346938776,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'a science fiction' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"science fiction novel",os,threegram,,http://dbpedia.org/property/title,,0.0285714285714286,1,7,245,7,0.0285714285714286,0.0277777777777778,0.169030850945703,0.971428571428572,0.514285714285714,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'science fiction novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"fantasy novel by",os,threegram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'fantasy novel by' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a science",os,threegram,,http://dbpedia.org/property/title,,0.036734693877551,1,9,245,9,0.036734693877551,0.0354330708661417,0.191662969499982,0.963265306122449,0.518367346938776,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'is a science' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel by American",os,threegram,,http://dbpedia.org/property/title,,0.0285714285714286,1,7,245,7,0.0285714285714286,0.0277777777777778,0.169030850945703,0.971428571428572,0.514285714285714,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'novel by American' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a novel",os,threegram,,http://dbpedia.org/property/title,,0.0204081632653061,1,5,245,5,0.0204081632653061,0.02,0.142857142857143,0.979591836734694,0.510204081632653,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'is a novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"fiction novel by",os,threegram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'fiction novel by' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel by American",so,threegram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'novel by American' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"by American author",so,threegram,,http://dbpedia.org/property/title,,0.0204081632653061,1,5,245,5,0.0204081632653061,0.02,0.142857142857143,0.979591836734694,0.510204081632653,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'by American author' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a novel",os,twogram,,http://dbpedia.org/property/title,,0.0204081632653061,1,5,245,5,0.0204081632653061,0.02,0.142857142857143,0.979591836734694,0.510204081632653,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'a novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a science",os,twogram,,http://dbpedia.org/property/title,,0.036734693877551,1,9,245,9,0.036734693877551,0.0354330708661417,0.191662969499982,0.963265306122449,0.518367346938776,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'a science' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"science fiction",os,twogram,,http://dbpedia.org/property/title,,0.0408163265306122,1,10,245,10,0.0408163265306122,0.0392156862745098,0.202030508910442,0.959183673469388,0.520408163265306,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'science fiction' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"fantasy novel",os,twogram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'fantasy novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel by",os,twogram,,http://dbpedia.org/property/title,,0.118367346938776,1,29,245,29,0.118367346938776,0.105839416058394,0.344045559394066,0.881632653061225,0.559183673469388,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'novel by' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"fiction novel",os,twogram,,http://dbpedia.org/property/title,,0.0285714285714286,1,7,245,7,0.0285714285714286,0.0277777777777778,0.169030850945703,0.971428571428572,0.514285714285714,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'fiction novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"published in",os,twogram,,http://dbpedia.org/property/title,,0.0489795918367347,1,12,245,12,0.0489795918367347,0.0466926070038911,0.221313334068995,0.951020408163265,0.524489795918367,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'published in' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"the first",os,twogram,,http://dbpedia.org/property/title,,0.0204081632653061,1,5,245,5,0.0204081632653061,0.02,0.142857142857143,0.979591836734694,0.510204081632653,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'the first' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel in",os,twogram,,http://dbpedia.org/property/title,,0.0204081632653061,1,5,245,5,0.0204081632653061,0.02,0.142857142857143,0.979591836734694,0.510204081632653,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'novel in' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"by American",os,twogram,,http://dbpedia.org/property/title,,0.0448979591836735,1,11,245,11,0.0448979591836735,0.04296875,0.21189138534559,0.955102040816327,0.522448979591837,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'by American' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"published in",so,twogram,,http://dbpedia.org/property/title,,0.0326530612244898,1,8,245,8,0.0326530612244898,0.0316205533596838,0.18070158058105,0.96734693877551,0.516326530612245,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'published in' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"won the",so,twogram,,http://dbpedia.org/property/title,,0.0326530612244898,1,8,245,8,0.0326530612244898,0.0316205533596838,0.18070158058105,0.96734693877551,0.516326530612245,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'won the' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel by",so,twogram,,http://dbpedia.org/property/title,,0.0897959183673469,1,22,245,22,0.0897959183673469,0.0823970037453183,0.299659670905758,0.910204081632653,0.544897959183673,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'novel by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"science fiction",so,twogram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'science fiction' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"by American",so,twogram,,http://dbpedia.org/property/title,,0.0408163265306122,1,10,245,10,0.0408163265306122,0.0392156862745098,0.202030508910442,0.959183673469388,0.520408163265306,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'by American' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"American author",so,twogram,,http://dbpedia.org/property/title,,0.0204081632653061,1,5,245,5,0.0204081632653061,0.02,0.142857142857143,0.979591836734694,0.510204081632653,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'American author' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"science fiction novel by American",os,fivegram,,http://dbpedia.org/property/title,,0.0204081632653061,1,5,245,5,0.0204081632653061,0.02,0.142857142857143,0.979591836734694,0.510204081632653,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'science fiction novel by American' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a science fiction novel",os,fivegram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'is a science fiction novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a science fiction novel by",os,fivegram,,http://dbpedia.org/property/title,,0.0204081632653061,1,5,245,5,0.0204081632653061,0.02,0.142857142857143,0.979591836734694,0.510204081632653,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'a science fiction novel by' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a science fiction novel",os,fourgram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'a science fiction novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"fiction novel by American",os,fourgram,,http://dbpedia.org/property/title,,0.0204081632653061,1,5,245,5,0.0204081632653061,0.02,0.142857142857143,0.979591836734694,0.510204081632653,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'fiction novel by American' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"science fiction novel by",os,fourgram,,http://dbpedia.org/property/title,,0.0244897959183673,1,6,245,6,0.0244897959183673,0.0239043824701195,0.15649215928719,0.975510204081633,0.512244897959184,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'science fiction novel by' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a science fiction",os,fourgram,,http://dbpedia.org/property/title,,0.036734693877551,1,9,245,9,0.036734693877551,0.0354330708661417,0.191662969499982,0.963265306122449,0.518367346938776,1,"{ dbo:Book in c_e and exists o : (e, dbp:title, o) in G } => { 'is a science fiction' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a novel written by",so,fivegram,,http://dbpedia.org/property/country,,0.00245775729646697,1,8,3255,8,0.00245775729646697,0.00245173153539687,0.0495757732815836,0.997542242703533,0.501228878648234,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'is a novel written by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"was first published in the",so,fivegram,,http://dbpedia.org/property/country,,0.00276497695852535,1,9,3255,9,0.00276497695852535,0.00275735294117647,0.0525830482049619,0.997235023041475,0.501382488479263,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'was first published in the' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a novel by the",so,fivegram,,http://dbpedia.org/property/country,,0.00245775729646697,1,8,3255,8,0.00245775729646697,0.00245173153539687,0.0495757732815836,0.997542242703533,0.501228878648234,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'is a novel by the' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a novel written by",so,fourgram,,http://dbpedia.org/property/country,,0.00245775729646697,1,8,3255,8,0.00245775729646697,0.00245173153539687,0.0495757732815836,0.997542242703533,0.501228878648234,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'a novel written by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a book by",so,fourgram,,http://dbpedia.org/property/country,,0.00307219662058372,1,10,3255,10,0.00307219662058372,0.00306278713629403,0.0554273995473693,0.996927803379416,0.501536098310292,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'is a book by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a novel by the",so,fourgram,,http://dbpedia.org/property/country,,0.00245775729646697,1,8,3255,8,0.00245775729646697,0.00245173153539687,0.0495757732815836,0.997542242703533,0.501228878648234,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'a novel by the' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"was first published in",so,fourgram,,http://dbpedia.org/property/country,,0.00552995391705069,1,18,3255,18,0.00552995391705069,0.00549954170485793,0.0743636599223753,0.994470046082949,0.502764976958525,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'was first published in' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a collection of",so,fourgram,,http://dbpedia.org/property/country,,0.00184331797235023,1,6,3255,6,0.00184331797235023,0.00183992640294388,0.0429338790741092,0.99815668202765,0.500921658986175,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'is a collection of' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a novel by",so,fourgram,,http://dbpedia.org/property/country,,0.0101382488479263,1,33,3255,33,0.0101382488479263,0.010036496350365,0.100688871519778,0.989861751152074,0.505069124423963,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'is a novel by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"first published in the",so,fourgram,,http://dbpedia.org/property/country,,0.0043010752688172,1,14,3255,14,0.0043010752688172,0.00428265524625268,0.0655825835783953,0.995698924731183,0.502150537634409,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'first published in the' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"thriller novel by the",so,fourgram,,http://dbpedia.org/property/country,,0.00153609831029186,1,5,3255,5,0.00153609831029186,0.00153374233128834,0.039193090083481,0.998463901689708,0.500768049155146,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'thriller novel by the' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a novel written",so,fourgram,,http://dbpedia.org/property/country,,0.00307219662058372,1,10,3255,10,0.00307219662058372,0.00306278713629403,0.0554273995473693,0.996927803379416,0.501536098310292,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'is a novel written' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a historical novel",so,fourgram,,http://dbpedia.org/property/country,,0.00153609831029186,1,5,3255,5,0.00153609831029186,0.00153374233128834,0.039193090083481,0.998463901689708,0.500768049155146,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'is a historical novel' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"was first published in",os,fourgram,,http://dbpedia.org/property/country,,0.00184331797235023,1,6,3255,6,0.00184331797235023,0.00183992640294388,0.0429338790741092,0.99815668202765,0.500921658986175,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'was first published in' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a historical",so,twogram,,http://dbpedia.org/property/country,,0.0021505376344086,1,7,3255,7,0.0021505376344086,0.00214592274678112,0.0463738895760168,0.997849462365591,0.501075268817204,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'a historical' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"book was",so,twogram,,http://dbpedia.org/property/country,,0.00184331797235023,1,6,3255,6,0.00184331797235023,0.00183992640294388,0.0429338790741092,0.99815668202765,0.500921658986175,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'book was' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"historical novel",so,twogram,,http://dbpedia.org/property/country,,0.00184331797235023,1,6,3255,6,0.00184331797235023,0.00183992640294388,0.0429338790741092,0.99815668202765,0.500921658986175,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'historical novel' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"book by",so,twogram,,http://dbpedia.org/property/country,,0.00645161290322581,1,21,3255,21,0.00645161290322581,0.00641025641025641,0.0803219328902499,0.993548387096774,0.503225806451613,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'book by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"fantasy novel",so,twogram,,http://dbpedia.org/property/country,,0.00153609831029186,1,5,3255,5,0.00153609831029186,0.00153374233128834,0.039193090083481,0.998463901689708,0.500768049155146,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'fantasy novel' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"fiction novel",so,twogram,,http://dbpedia.org/property/country,,0.00153609831029186,1,5,3255,5,0.00153609831029186,0.00153374233128834,0.039193090083481,0.998463901689708,0.500768049155146,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'fiction novel' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"The book",so,twogram,,http://dbpedia.org/property/country,,0.00184331797235023,1,6,3255,6,0.00184331797235023,0.00183992640294388,0.0429338790741092,0.99815668202765,0.500921658986175,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'The book' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"published in",so,twogram,,http://dbpedia.org/property/country,,0.015668202764977,1,51,3255,51,0.015668202764977,0.015426497277677,0.125172691770118,0.984331797235023,0.507834101382489,1,"{ dbo:Book in c_e and exists o : (e, dbp:country, o) in G } => { 'published in' in l_e(c,p,so) }"
