class,ruletype,"linguistic pattern","order of arguments",patterntype,subject,predicate,object,condAB,condBA,supA,supB,supAB,AllConf,Coherence,Cosine,IR,Kulczynski,MaxConf,string
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a book",so,twogram,,http://dbpedia.org/property/pubDate,,0.0241621200311769,1,31,1283,31,0.0241621200311769,0.0235920852359209,0.155441693348911,0.975837879968823,0.512081060015589,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'a book' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"and published",so,twogram,,http://dbpedia.org/property/pubDate,,0.014809041309431,1,19,1283,19,0.014809041309431,0.0145929339477727,0.12169240448537,0.985190958690569,0.507404520654716,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'and published' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"on November",so,twogram,,http://dbpedia.org/property/pubDate,,0.00701480904130943,1,9,1283,9,0.00701480904130943,0.00696594427244582,0.0837544568444535,0.992985190958691,0.503507404520655,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'on November' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p," first",so,twogram,,http://dbpedia.org/property/pubDate,,0.00467653936087295,1,6,1283,6,0.00467653936087295,0.00465477114041893,0.0683852276509551,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { ' first' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"was originally",so,twogram,,http://dbpedia.org/property/pubDate,,0.00467653936087295,1,6,1283,6,0.00467653936087295,0.00465477114041893,0.0683852276509551,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'was originally' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"on January",so,twogram,,http://dbpedia.org/property/pubDate,,0.00623538581449727,1,8,1283,8,0.00623538581449727,0.00619674670797831,0.0789644591857455,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'on January' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"first published",so,twogram,,http://dbpedia.org/property/pubDate,,0.0576773187840998,1,74,1283,74,0.0576773187840998,0.0545320560058954,0.240161026780158,0.9423226812159,0.52883865939205,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'first published' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"released in",so,twogram,,http://dbpedia.org/property/pubDate,,0.00857365549493375,1,11,1283,11,0.00857365549493375,0.00850077279752705,0.0925940359576887,0.991426344505066,0.504286827747467,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'released in' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"Press in",so,twogram,,http://dbpedia.org/property/pubDate,,0.00467653936087295,1,6,1283,6,0.00467653936087295,0.00465477114041893,0.0683852276509551,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'Press in' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel written",so,twogram,,http://dbpedia.org/property/pubDate,,0.00935307872174591,1,12,1283,12,0.00935307872174591,0.00926640926640927,0.0967113164099523,0.990646921278254,0.504676539360873,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'novel written' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"young adult",so,twogram,,http://dbpedia.org/property/pubDate,,0.00701480904130943,1,9,1283,9,0.00701480904130943,0.00696594427244582,0.0837544568444535,0.992985190958691,0.503507404520655,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'young adult' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a collection",so,twogram,,http://dbpedia.org/property/pubDate,,0.00545596258768511,1,7,1283,7,0.00545596258768511,0.00542635658914729,0.0738644880012385,0.994544037412315,0.502727981293843,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'a collection' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"published as",so,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'published as' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"adult novel",so,twogram,,http://dbpedia.org/property/pubDate,,0.00623538581449727,1,8,1283,8,0.00623538581449727,0.00619674670797831,0.0789644591857455,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'adult novel' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"Books in",so,twogram,,http://dbpedia.org/property/pubDate,,0.00857365549493375,1,11,1283,11,0.00857365549493375,0.00850077279752705,0.0925940359576887,0.991426344505066,0.504286827747467,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'Books in' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"by American",so,twogram,,http://dbpedia.org/property/pubDate,,0.00701480904130943,1,9,1283,9,0.00701480904130943,0.00696594427244582,0.0837544568444535,0.992985190958691,0.503507404520655,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'by American' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"book by",so,twogram,,http://dbpedia.org/property/pubDate,,0.0124707716289945,1,16,1283,16,0.0124707716289945,0.0123171670515781,0.111672609125938,0.987529228371006,0.506235385814497,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'book by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"book was",so,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'book was' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"Story of",so,twogram,,http://dbpedia.org/property/pubDate,,0.00467653936087295,1,6,1283,6,0.00467653936087295,0.00465477114041893,0.0683852276509551,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'Story of' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"book of",so,twogram,,http://dbpedia.org/property/pubDate,,0.00545596258768511,1,7,1283,7,0.00545596258768511,0.00542635658914729,0.0738644880012385,0.994544037412315,0.502727981293843,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'book of' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"originally published",so,twogram,,http://dbpedia.org/property/pubDate,,0.00623538581449727,1,8,1283,8,0.00623538581449727,0.00619674670797831,0.0789644591857455,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'originally published' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"written in",so,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'written in' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"published in",so,twogram,,http://dbpedia.org/property/pubDate,,0.12626656274357,1,162,1283,162,0.12626656274357,0.112110726643599,0.355340066335855,0.87373343725643,0.563133281371785,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'published in' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"The book",so,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'The book' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"won the",so,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'won the' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"collection of",so,twogram,,http://dbpedia.org/property/pubDate,,0.00545596258768511,1,7,1283,7,0.00545596258768511,0.00542635658914729,0.0738644880012385,0.994544037412315,0.502727981293843,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'collection of' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"was first",so,twogram,,http://dbpedia.org/property/pubDate,,0.0405300077942323,1,52,1283,52,0.0405300077942323,0.0389513108614232,0.201320659134209,0.959469992205768,0.520265003897116,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'was first' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"published on",so,twogram,,http://dbpedia.org/property/pubDate,,0.0241621200311769,1,31,1283,31,0.0241621200311769,0.0235920852359209,0.155441693348911,0.975837879968823,0.512081060015589,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'published on' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"was released",so,twogram,,http://dbpedia.org/property/pubDate,,0.0101325019485581,1,13,1283,13,0.0101325019485581,0.0100308641975309,0.100660329567104,0.989867498051442,0.505066250974279,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'was released' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a young",so,twogram,,http://dbpedia.org/property/pubDate,,0.00623538581449727,1,8,1283,8,0.00623538581449727,0.00619674670797831,0.0789644591857455,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'a young' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel by",so,twogram,,http://dbpedia.org/property/pubDate,,0.0428682774746687,1,55,1283,55,0.0428682774746687,0.0411061285500747,0.207046558712452,0.957131722525331,0.521434138737334,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'novel by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"book written",so,twogram,,http://dbpedia.org/property/pubDate,,0.0101325019485581,1,13,1283,13,0.0101325019485581,0.0100308641975309,0.100660329567104,0.989867498051442,0.505066250974279,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'book written' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"by British",so,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'by British' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"was published",so,twogram,,http://dbpedia.org/property/pubDate,,0.053780202650039,1,69,1283,69,0.053780202650039,0.0510355029585799,0.23190558994996,0.946219797349961,0.526890101325019,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'was published' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"American author",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'American author' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"American writer",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'American writer' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel by",os,twogram,,http://dbpedia.org/property/pubDate,,0.0514419329696025,1,66,1283,66,0.0514419329696025,0.0489251297257228,0.226808141321255,0.948558067030397,0.525720966484801,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'novel by' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"science fiction",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'science fiction' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"book written",os,twogram,,http://dbpedia.org/property/pubDate,,0.00467653936087295,1,6,1283,6,0.00467653936087295,0.00465477114041893,0.0683852276509551,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'book written' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"British author",os,twogram,,http://dbpedia.org/property/pubDate,,0.00467653936087295,1,6,1283,6,0.00467653936087295,0.00465477114041893,0.0683852276509551,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'British author' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"young adult",os,twogram,,http://dbpedia.org/property/pubDate,,0.00467653936087295,1,6,1283,6,0.00467653936087295,0.00465477114041893,0.0683852276509551,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'young adult' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel written",os,twogram,,http://dbpedia.org/property/pubDate,,0.00623538581449727,1,8,1283,8,0.00623538581449727,0.00619674670797831,0.0789644591857455,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'novel written' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"by British",os,twogram,,http://dbpedia.org/property/pubDate,,0.00467653936087295,1,6,1283,6,0.00467653936087295,0.00465477114041893,0.0683852276509551,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'by British' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"the French",os,twogram,,http://dbpedia.org/property/pubDate,,0.00935307872174591,1,12,1283,12,0.00935307872174591,0.00926640926640927,0.0967113164099523,0.990646921278254,0.504676539360873,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'the French' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"French writer",os,twogram,,http://dbpedia.org/property/pubDate,,0.00935307872174591,1,12,1283,12,0.00935307872174591,0.00926640926640927,0.0967113164099523,0.990646921278254,0.504676539360873,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'French writer' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"by American",os,twogram,,http://dbpedia.org/property/pubDate,,0.00701480904130943,1,9,1283,9,0.00701480904130943,0.00696594427244582,0.0837544568444535,0.992985190958691,0.503507404520655,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'by American' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"non-fiction book",os,twogram,,http://dbpedia.org/property/pubDate,,0.00467653936087295,1,6,1283,6,0.00467653936087295,0.00465477114041893,0.0683852276509551,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'non-fiction book' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"the American",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'the American' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"published by",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'published by' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"written by",os,twogram,,http://dbpedia.org/property/pubDate,,0.014809041309431,1,19,1283,19,0.014809041309431,0.0145929339477727,0.12169240448537,0.985190958690569,0.507404520654716,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'written by' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"fantasy novel",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'fantasy novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"book by",os,twogram,,http://dbpedia.org/property/pubDate,,0.0226032735775526,1,29,1283,29,0.0226032735775526,0.0221036585365854,0.150343851146472,0.977396726422447,0.511301636788776,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'book by' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"children's novel",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'children's novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"and published",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'and published' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"book of",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'book of' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"published in",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'published in' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"fiction novel",os,twogram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'fiction novel' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a novel written by",so,fivegram,,http://dbpedia.org/property/pubDate,,0.00389711613406079,1,5,1283,5,0.00389711613406079,0.00388198757763975,0.0624268863075902,0.996102883865939,0.50194855806703,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'is a novel written by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"a young adult novel by",so,fivegram,,http://dbpedia.org/property/pubDate,,0.00467653936087295,1,6,1283,6,0.00467653936087295,0.00465477114041893,0.0683852276509551,0.995323460639127,0.502338269680436,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'a young adult novel by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a young adult novel",so,fivegram,,http://dbpedia.org/property/pubDate,,0.00545596258768511,1,7,1283,7,0.00545596258768511,0.00542635658914729,0.0738644880012385,0.994544037412315,0.502727981293843,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'is a young adult novel' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a book written by",so,fivegram,,http://dbpedia.org/property/pubDate,,0.00545596258768511,1,7,1283,7,0.00545596258768511,0.00542635658914729,0.0738644880012385,0.994544037412315,0.502727981293843,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'is a book written by' in l_e(c,p,so) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel by the French writer",os,fivegram,,http://dbpedia.org/property/pubDate,,0.00779423226812159,1,10,1283,10,0.00779423226812159,0.00773395204949729,0.0882849492729174,0.992205767731879,0.503897116134061,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'novel by the French writer' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"by the French writer",os,fourgram,,http://dbpedia.org/property/pubDate,,0.00935307872174591,1,12,1283,12,0.00935307872174591,0.00926640926640927,0.0967113164099523,0.990646921278254,0.504676539360873,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'by the French writer' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"novel by the French",os,fourgram,,http://dbpedia.org/property/pubDate,,0.00779423226812159,1,10,1283,10,0.00779423226812159,0.00773395204949729,0.0882849492729174,0.992205767731879,0.503897116134061,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'novel by the French' in l_e(c,p,os) }"
http://dbpedia.org/ontology/Book,predict_localized_l_for_s_given_p,"is a book written",so,fourgram,,http://dbpedia.org/property/pubDate,,0.00623538581449727,1,8,1283,8,0.00623538581449727,0.00619674670797831,0.0789644591857455,0.993764614185503,0.503117692907249,1,"{ dbo:Book in c_e and exists o : (e, dbp:pubDate, o) in G } => { 'is a book written' in l_e(c,p,so) }"
